asset_id,event_id,event_label,event_start,event_start_id,event_end,event_end_id,event_description,farm,event_duration_hours,event_id_int,event_id_file,csv_path,file_size_mb,csv_columns,csv_feature_columns,has_label_column,first_time,last_time,file_duration_hours,first_asset_id,first_train_test,first_status_type_id,csv_exists
21,13,normal,2023-05-03 13:20:00,50859,2023-05-24 10:20:00,53865,,Wind Farm A,501.0,13,13,Dataset\raw\Wind Farm A\datasets\13.csv,33.94411849975586,87,81,True,2022-04-30 13:20:00,2023-05-25 10:20:00,9357.0,21,train,0,True
0,24,normal,2023-04-27 15:00:00,52720,2023-05-11 11:20:00,54714,,Wind Farm A,332.3333333333333,24,24,Dataset\raw\Wind Farm A\datasets\24.csv,34.66217041015625,87,81,True,2022-04-24 15:00:00,2023-05-13 11:20:00,9212.333333333334,0,train,4,True
10,3,normal,2023-04-27 03:00:00,52185,2023-05-18 01:10:00,55198,,Wind Farm A,502.1666666666667,3,3,Dataset\raw\Wind Farm A\datasets\3.csv,34.77299976348877,87,81,True,2022-04-27 03:00:00,2023-05-20 01:10:00,9310.166666666666,10,train,0,True
10,17,normal,2023-11-02 15:20:00,52597,2023-11-16 00:40:00,54513,,Wind Farm A,321.3333333333333,17,17,Dataset\raw\Wind Farm A\datasets\17.csv,34.54726028442383,87,81,True,2022-10-31 15:20:00,2023-11-20 00:40:00,9225.333333333334,10,train,0,True
13,38,normal,2023-07-01 15:40:00,52723,2023-07-15 07:40:00,54546,,Wind Farm A,328.0,38,38,Dataset\raw\Wind Farm A\datasets\38.csv,34.95659351348877,87,81,True,2022-06-28 15:40:00,2023-07-17 07:40:00,9208.0,13,train,0,True
0,71,normal,2023-01-02 00:00:00,52439,2023-01-16 00:00:00,54455,,Wind Farm A,336.0,71,71,Dataset\raw\Wind Farm A\datasets\71.csv,34.23906421661377,87,81,True,2022-01-01 00:00:00,2023-01-18 00:00:00,9168.0,0,train,0,True
13,14,normal,2023-03-05 14:00:00,52584,2023-03-12 18:40:00,53620,,Wind Farm A,172.66666666666666,14,14,Dataset\raw\Wind Farm A\datasets\14.csv,34.31315326690674,87,81,True,2022-03-03 14:00:00,2023-03-16 18:40:00,9076.666666666666,13,train,4,True
11,92,normal,2023-04-05 02:30:00,52437,2023-04-14 10:00:00,53778,,Wind Farm A,223.5,92,92,Dataset\raw\Wind Farm A\datasets\92.csv,33.7938346862793,87,81,True,2022-04-04 02:30:00,2023-04-16 10:00:00,9055.5,11,train,0,True
21,51,anomaly,2023-10-06 01:30:00,52331,2023-10-17 16:10:00,54003,Gearbox bearings damaged,Wind Farm A,278.6666666666667,51,51,Dataset\raw\Wind Farm A\datasets\51.csv,34.204402923583984,87,81,True,2022-10-04 01:30:00,2023-10-20 16:10:00,9158.666666666666,21,train,3,True
14,34,anomaly,2019-08-25 00:00:00,52531,2019-09-16 00:00:00,55699,high temperature,Wind Farm B,528.0,34,34,Dataset\raw\Wind Farm B\datasets\34.csv,84.42070770263672,257,252,False,2022-08-25 00:00:00,2023-09-22 00:00:00,9432.0,14,train,0,True
13,7,anomaly,2026-06-30 00:00:00,52703,2026-07-31 00:00:00,57167,high temperature,Wind Farm B,744.0,7,7,Dataset\raw\Wind Farm B\datasets\7.csv,86.95600891113281,257,252,False,2022-06-29 00:00:00,2023-08-05 00:00:00,9648.0,13,train,0,True
6,53,anomaly,2019-12-27 16:40:00,52559,2020-02-07 16:30:00,58606,Rotor Bearing 2 - Damage,Wind Farm B,1007.8333333333334,53,53,Dataset\raw\Wind Farm B\datasets\53.csv,88.04446983337402,257,252,False,2022-12-27 16:40:00,2024-02-07 16:30:00,9767.833333333334,6,train,0,True
7,27,anomaly,2018-09-02 00:00:00,52619,2018-11-02 00:00:00,61403,Turbine is stopped due to a main bearing damage,Wind Farm B,1464.0,27,27,Dataset\raw\Wind Farm B\datasets\27.csv,93.42872142791748,257,252,False,2022-08-31 00:00:00,2023-11-08 00:00:00,10416.0,7,train,0,True
11,19,anomaly,2025-02-02 00:00:00,52673,2025-02-22 00:00:00,55553,high temperature,Wind Farm B,480.0,19,19,Dataset\raw\Wind Farm B\datasets\19.csv,84.6577844619751,257,252,False,2022-02-02 00:00:00,2023-02-27 00:00:00,9360.0,11,train,0,True
12,77,anomaly,2019-06-02 00:00:00,52991,2019-08-01 00:00:00,61631,Turbine is in standstill since 01.08 due to rotorbearing damage.,Wind Farm B,1440.0,77,77,Dataset\raw\Wind Farm B\datasets\77.csv,93.180344581604,257,252,False,2022-05-30 00:00:00,2023-08-02 00:00:00,10296.0,12,train,0,True
2,83,normal,2026-06-30 00:00:00,52329,2026-09-29 00:00:00,65433,,Wind Farm B,2184.0,83,83,Dataset\raw\Wind Farm B\datasets\83.csv,99.11430358886719,257,252,False,2022-06-28 00:00:00,2023-10-04 00:00:00,11112.0,2,train,0,True
14,52,normal,2027-07-13 00:00:00,52675,2027-07-27 00:00:00,54691,,Wind Farm B,336.0,52,52,Dataset\raw\Wind Farm B\datasets\52.csv,82.49946880340576,257,252,False,2022-07-12 00:00:00,2023-07-31 00:00:00,9216.0,14,train,0,True
0,21,normal,2020-09-22 20:10:00,52217,2020-10-01 20:10:00,53513,,Wind Farm B,216.0,21,21,Dataset\raw\Wind Farm B\datasets\21.csv,80.39045238494873,257,252,False,2022-09-23 20:10:00,2023-10-01 20:10:00,8952.0,0,train,0,True
13,2,normal,2026-08-08 19:20:00,52703,2026-08-22 04:20:00,54629,,Wind Farm B,321.0,2,2,Dataset\raw\Wind Farm B\datasets\2.csv,82.28890800476074,257,252,False,2022-08-07 19:20:00,2023-08-23 04:20:00,9129.0,13,train,0,True
6,23,normal,2026-09-16 17:30:00,52559,2026-09-26 11:50:00,53965,,Wind Farm B,234.33333333333334,23,23,Dataset\raw\Wind Farm B\datasets\23.csv,81.54501247406006,257,252,False,2022-09-16 17:30:00,2023-09-30 11:50:00,9090.333333333334,6,train,0,True
7,87,normal,2028-09-12 23:00:00,52475,2028-09-28 23:00:00,54779,,Wind Farm B,384.0,87,87,Dataset\raw\Wind Farm B\datasets\87.csv,83.05228614807129,257,252,False,2022-09-12 23:00:00,2023-10-02 23:00:00,9240.0,7,train,0,True
11,74,normal,2028-01-02 23:00:00,52817,2028-01-16 07:00:00,54737,,Wind Farm B,320.0,74,74,Dataset\raw\Wind Farm B\datasets\74.csv,83.68988037109375,257,252,False,2022-12-31 23:00:00,2024-01-22 07:00:00,9272.0,11,train,0,True
12,86,normal,2026-04-27 17:30:00,52703,2026-05-11 01:10:00,54621,,Wind Farm B,319.6666666666667,86,86,Dataset\raw\Wind Farm B\datasets\86.csv,83.63209533691406,257,252,False,2022-04-26 17:30:00,2023-05-17 01:10:00,9247.666666666666,12,train,0,True
5,82,normal,2028-09-24 23:00:00,52975,2028-10-06 23:00:00,54703,,Wind Farm B,288.0,82,82,Dataset\raw\Wind Farm B\datasets\82.csv,82.50828647613525,257,252,False,2022-09-22 23:00:00,2023-10-08 23:00:00,9144.0,5,train,0,True
50,55,anomaly,2023-10-29 11:30:00,52848,2023-11-15 15:30:00,55320,Harting plug Nacelle/HUB damaged + NCR20_HUB: Wiring blade control system,Wind Farm C,412.0,55,55,Dataset\raw\Wind Farm C\datasets\55.csv,298.16809844970703,957,952,False,2022-10-27 11:30:00,2023-11-18 15:30:00,9292.0,50,train,0,True
38,81,anomaly,2023-11-16 01:30:00,52704,2023-11-18 14:00:00,53067,"Converter Failure from 17.11 12:30 - 18.11. 13:57, Fuse Filter Supply ",Wind Farm C,60.5,81,81,Dataset\raw\Wind Farm C\datasets\81.csv,285.8740644454956,957,952,False,2022-11-15 01:30:00,2023-11-24 14:00:00,8988.5,38,train,0,True
21,47,anomaly,2023-12-22 15:00:00,52416,2023-12-27 13:40:00,53128,"Failure due to Rotorbrake and Hydraulic problemes - Hydraulic pump A disabeld, 2h later turbine back in production - Analysis indicates a longer anomaly in temp_hydraulic_oil_tank_1_average until 15.01.2024 which is neither confirmed nor refuted.",Wind Farm C,118.66666666666667,47,47,Dataset\raw\Wind Farm C\datasets\47.csv,287.87364196777344,957,952,False,2022-12-22 15:00:00,2024-01-02 13:40:00,9022.666666666666,21,train,0,True
2,12,anomaly,2023-06-27 00:00:00,52560,2023-07-19 15:00:00,55818,"10115 : Oil level error, two-pump mode + Oil Leakage Gear Oil Supply + 12019: Rotor brake B cannot be closed + P20_yaw carbon brush damaged",Wind Farm C,543.0,12,12,Dataset\raw\Wind Farm C\datasets\12.csv,300.18268489837646,957,952,False,2022-06-27 00:00:00,2023-07-21 15:00:00,9351.0,2,train,0,True
34,4,anomaly,2023-07-31 10:00:00,52992,2023-08-19 10:00:00,55728,23020 : Axis 3 not ready-to-operate,Wind Farm C,456.0,4,4,Dataset\raw\Wind Farm C\datasets\4.csv,300.6185550689697,957,952,False,2022-07-28 10:00:00,2023-08-24 10:00:00,9408.0,34,train,0,True
34,18,anomaly,2023-09-13 00:00:00,51408,2023-09-16 23:50:00,51983,We had some failures (störung 24VAC Versorgung Rotorbremse) on the 16th in the afternoon. From 17th onwards a longer standstill where we don't know the root cause to. ,Wind Farm C,95.83333333333333,18,18,Dataset\raw\Wind Farm C\datasets\18.csv,281.0508346557617,957,952,False,2022-09-11 00:00:00,2023-09-22 23:50:00,9047.833333333334,34,train,0,True
52,28,anomaly,2023-05-28 13:00:00,52704,2023-06-17 20:30:00,55629,P20_spinner_carbonbrush defekt + P20_Accumulators_hydraulic system,Wind Farm C,487.5,28,28,Dataset\raw\Wind Farm C\datasets\28.csv,296.2526922225952,957,952,False,2022-05-27 13:00:00,2023-06-19 20:30:00,9319.5,52,train,0,True
52,39,anomaly,2023-10-19 13:00:00,52848,2023-10-24 15:20:00,53582,15004 : Safety chain relay open + 93005 : Gear oil cooler bypass valve,Wind Farm C,122.33333333333333,39,39,Dataset\raw\Wind Farm C\datasets\39.csv,284.68325996398926,957,952,False,2022-10-17 13:00:00,2023-10-25 15:20:00,8954.333333333334,52,train,3,True
12,66,anomaly,2023-01-17 00:00:00,51696,2023-01-23 13:00:00,52638,"Pitchfailure - defect Beckhoffcard, Axis 2, rectified on 23/01 - Anomalie liegt aber länger an als der Fehler, Batterien waren ok",Wind Farm C,157.0,66,66,Dataset\raw\Wind Farm C\datasets\66.csv,282.0774450302124,957,952,False,2022-01-17 00:00:00,2023-01-29 13:00:00,9061.0,12,train,0,True
12,15,anomaly,2023-02-06 00:00:00,51984,2023-02-23 00:00:00,54432,Randomn small failures regarding pitch resulting in a longer standstill due to a defect pitch encoder (26/02),Wind Farm C,408.0,15,15,Dataset\raw\Wind Farm C\datasets\15.csv,287.0444107055664,957,952,False,2022-02-04 00:00:00,2023-02-23 00:00:00,9216.0,12,train,0,True
15,78,anomaly,2023-07-30 13:00:00,52560,2023-08-01 14:30:00,52857,P20_Grounding role brake disc + P20_cover-lightning-main-cabinet-hub,Wind Farm C,49.5,78,78,Dataset\raw\Wind Farm C\datasets\78.csv,283.5152702331543,957,952,False,2022-07-30 13:00:00,2023-08-03 14:30:00,8857.5,15,train,0,True
16,79,anomaly,2023-07-26 09:00:00,52704,2023-07-28 09:00:00,52992,Communication fault BK1120 in NC300,Wind Farm C,48.0,79,79,Dataset\raw\Wind Farm C\datasets\79.csv,285.9672203063965,957,952,False,2022-07-25 09:00:00,2023-07-30 09:00:00,8880.0,16,train,0,True
16,30,anomaly,2023-12-15 00:00:00,52560,2024-01-06 15:40:00,55822,Pitch failure - defect fan on pitch motor,Wind Farm C,543.6666666666666,30,30,Dataset\raw\Wind Farm C\datasets\30.csv,297.30534076690674,957,952,False,2022-12-15 00:00:00,2024-01-08 15:40:00,9351.666666666666,16,train,0,True
43,33,anomaly,2023-08-26 13:00:00,52848,2023-09-15 13:00:00,55728,P20_Blade3_Grease Collector missing,Wind Farm C,480.0,33,33,Dataset\raw\Wind Farm C\datasets\33.csv,298.6708173751831,957,952,False,2022-08-24 13:00:00,2023-09-16 13:00:00,9312.0,43,train,3,True
43,11,anomaly,2023-10-17 12:30:00,52416,2023-11-08 10:30:00,55572,P20_DGUV-v3 RCD 28F1 NC310 defective + 0 : P20_Blades_Cabinet Caps missing,Wind Farm C,526.0,11,11,Dataset\raw\Wind Farm C\datasets\11.csv,300.09740924835205,957,952,False,2022-10-17 12:30:00,2023-11-14 10:30:00,9430.0,43,train,0,True
44,44,anomaly,2023-08-03 14:00:00,52704,2023-10-08 02:20:00,62138,Valve in water cooling system was left in wrong position after maintenance actions on 05-08-2020,Wind Farm C,1572.3333333333333,44,44,Dataset\raw\Wind Farm C\datasets\44.csv,337.6608724594116,957,952,False,2022-08-02 14:00:00,2023-10-14 02:20:00,10500.333333333334,44,train,0,True
33,49,anomaly,2023-04-01 00:00:00,51840,2023-04-05 03:30:00,52437,Failure 2023-04-05 03:30 - defective coupling between gear oil pump and motor,Wind Farm C,99.5,49,49,Dataset\raw\Wind Farm C\datasets\49.csv,280.39730644226074,957,952,False,2022-03-29 00:00:00,2023-04-09 03:30:00,9027.5,33,train,0,True
35,31,anomaly,2023-01-18 00:00:00,52848,2023-01-25 02:00:00,53868,Communication and Pitchfailure - slip ring and Beckhoff card,Wind Farm C,170.0,31,31,Dataset\raw\Wind Farm C\datasets\31.csv,291.7122755050659,957,952,False,2022-01-16 00:00:00,2023-01-30 02:00:00,9098.0,35,train,0,True
35,67,anomaly,2023-02-02 00:00:00,52704,2023-04-01 00:00:00,61056,Turbine has some issues with overpressure on the main transformer,Wind Farm C,1392.0,67,67,Dataset\raw\Wind Farm C\datasets\67.csv,328.855749130249,957,952,False,2022-02-01 00:00:00,2023-04-04 00:00:00,10248.0,35,train,0,True
55,9,anomaly,2023-08-05 07:30:00,52992,2023-08-26 09:30:00,56028,PENDING19_PREV_YAW_Grease pump defective,Wind Farm C,506.0,9,9,Dataset\raw\Wind Farm C\datasets\9.csv,299.77423667907715,957,952,False,2022-08-02 07:30:00,2023-08-26 09:30:00,9338.0,55,train,0,True
42,91,anomaly,2023-10-12 09:30:00,52704,2023-11-01 12:00:00,55599,23020 : Axis 3 not ready-to-operate,Wind Farm C,482.5,91,91,Dataset\raw\Wind Farm C\datasets\91.csv,303.58302783966064,957,952,False,2022-10-11 09:30:00,2023-11-08 12:00:00,9434.5,42,train,0,True
32,5,anomaly,2023-02-02 00:00:00,52272,2023-02-05 15:00:00,52794,WEC in failure - current measurement own consumption,Wind Farm C,87.0,5,5,Dataset\raw\Wind Farm C\datasets\5.csv,281.4430742263794,957,952,False,2022-02-01 00:00:00,2023-02-05 15:00:00,8871.0,32,train,0,True
56,90,anomaly,2023-08-10 15:00:00,52848,2023-08-22 17:30:00,54591,COMMUNICATION FAULT BK1120 IN NC300 A2,Wind Farm C,290.5,90,90,Dataset\raw\Wind Farm C\datasets\90.csv,293.0258388519287,957,952,False,2022-08-08 15:00:00,2023-08-24 17:30:00,9146.5,56,train,0,True
23,70,anomaly,2023-11-10 14:00:00,52560,2023-11-30 17:30:00,55461,"21002 : Axis 1 DC-link voltage low, batt",Wind Farm C,483.5,70,70,Dataset\raw\Wind Farm C\datasets\70.csv,301.33102798461914,957,952,False,2022-11-10 14:00:00,2023-12-04 17:30:00,9339.5,23,train,0,True
53,35,anomaly,2023-09-24 00:00:00,51696,2023-09-30 09:00:00,52614,"Turbine had several short standstills (max 8min) with failure ""Schwingungen Umrichter Drehmomenten Level 1""",Wind Farm C,153.0,35,35,Dataset\raw\Wind Farm C\datasets\35.csv,280.7021493911743,957,952,False,2022-09-22 00:00:00,2023-09-30 09:00:00,8961.0,53,train,0,True
53,16,anomaly,2023-12-23 00:00:00,51264,2024-01-06 23:50:00,53423,WEC in failure - hub battery charger defect,Wind Farm C,359.8333333333333,16,16,Dataset\raw\Wind Farm C\datasets\16.csv,284.91395473480225,957,952,False,2022-12-23 00:00:00,2024-01-07 23:50:00,9143.833333333334,53,train,0,True
53,76,anomaly,2023-01-08 00:00:00,51552,2023-01-09 16:50:00,51797,WEC in failure with pitch battery issues - rewiring,Wind Farm C,40.833333333333336,76,76,Dataset\raw\Wind Farm C\datasets\76.csv,276.8609972000122,957,952,False,2022-01-06 00:00:00,2023-01-11 16:50:00,8896.833333333334,53,train,0,True
50,8,normal,2023-08-23 17:00:00,52560,2023-09-06 06:30:00,54513,,Wind Farm C,325.5,8,8,Dataset\raw\Wind Farm C\datasets\8.csv,293.5864019393921,957,952,False,2022-08-23 17:00:00,2023-09-08 06:30:00,9133.5,50,train,0,True
14,85,normal,2023-01-12 13:10:00,50832,2023-01-22 13:10:00,52272,,Wind Farm C,240.0,85,85,Dataset\raw\Wind Farm C\datasets\85.csv,278.3545503616333,957,952,False,2022-01-12 13:10:00,2023-01-23 13:10:00,9024.0,14,train,0,True
38,6,normal,2023-12-01 22:50:00,52560,2023-12-15 22:50:00,54576,,Wind Farm C,336.0,6,6,Dataset\raw\Wind Farm C\datasets\6.csv,290.85710620880127,957,952,False,2022-12-01 22:50:00,2023-12-17 22:50:00,9144.0,38,train,0,True
21,62,normal,2023-11-06 11:00:00,52416,2023-11-13 14:50:00,53447,,Wind Farm C,171.83333333333334,62,62,Dataset\raw\Wind Farm C\datasets\62.csv,285.04537200927734,957,952,False,2022-11-06 11:00:00,2023-11-13 14:50:00,8931.833333333334,21,train,0,True
2,36,normal,2023-08-16 19:50:00,52704,2023-08-29 21:00:00,54439,,Wind Farm C,313.1666666666667,36,36,Dataset\raw\Wind Farm C\datasets\36.csv,295.87687969207764,957,952,False,2022-08-15 19:50:00,2023-09-05 21:00:00,9265.166666666666,2,train,0,True
34,56,normal,2023-07-28 05:50:00,51120,2023-08-11 04:20:00,53127,,Wind Farm C,334.5,56,56,Dataset\raw\Wind Farm C\datasets\56.csv,284.582781791687,957,952,False,2022-07-28 05:50:00,2023-08-13 04:20:00,9142.5,34,train,0,True
34,94,normal,2023-06-12 10:40:00,52416,2023-06-22 10:40:00,53856,,Wind Farm C,240.0,94,94,Dataset\raw\Wind Farm C\datasets\94.csv,291.5559139251709,957,952,False,2022-06-10 10:40:00,2023-06-29 10:40:00,9216.0,34,train,0,True
52,54,normal,2023-02-03 09:20:00,52992,2023-02-14 09:20:00,54576,,Wind Farm C,264.0,54,54,Dataset\raw\Wind Farm C\datasets\54.csv,294.3762397766113,957,952,False,2022-01-31 09:20:00,2023-02-21 09:20:00,9264.0,52,train,0,True
52,43,normal,2023-08-17 03:10:00,52992,2023-08-30 03:10:00,54864,,Wind Farm C,312.0,43,43,Dataset\raw\Wind Farm C\datasets\43.csv,292.3054533004761,957,952,False,2022-08-14 03:10:00,2023-09-01 03:10:00,9192.0,52,train,0,True
12,50,normal,2023-11-05 00:00:00,52128,2023-11-19 00:00:00,54144,,Wind Farm C,336.0,50,50,Dataset\raw\Wind Farm C\datasets\50.csv,291.79950046539307,957,952,False,2022-11-02 00:00:00,2023-11-26 00:00:00,9336.0,12,train,0,True
15,64,normal,2023-09-23 00:30:00,52560,2023-10-03 00:30:00,54000,,Wind Farm C,240.0,64,64,Dataset\raw\Wind Farm C\datasets\64.csv,293.135085105896,957,952,False,2022-09-23 00:30:00,2023-10-06 00:30:00,9072.0,15,train,0,True
16,46,normal,2023-05-11 06:50:00,52560,2023-05-25 03:30:00,54556,,Wind Farm C,332.6666666666667,46,46,Dataset\raw\Wind Farm C\datasets\46.csv,296.7267074584961,957,952,False,2022-05-11 06:50:00,2023-05-29 03:30:00,9188.666666666666,16,train,0,True
16,65,normal,2023-11-05 04:20:00,52992,2023-11-19 11:50:00,55053,,Wind Farm C,343.5,65,65,Dataset\raw\Wind Farm C\datasets\65.csv,297.4193391799927,957,952,False,2022-11-02 04:20:00,2023-11-25 11:50:00,9319.5,16,train,0,True
43,61,normal,2023-05-08 00:00:00,52992,2023-05-22 00:00:00,55008,,Wind Farm C,336.0,61,61,Dataset\raw\Wind Farm C\datasets\61.csv,298.15633964538574,957,952,False,2022-05-05 00:00:00,2023-05-26 00:00:00,9264.0,43,train,0,True
43,93,normal,2023-08-02 15:50:00,52704,2023-08-24 15:50:00,55872,,Wind Farm C,528.0,93,93,Dataset\raw\Wind Farm C\datasets\93.csv,298.76674365997314,957,952,False,2022-08-01 15:50:00,2023-08-24 15:50:00,9312.0,43,train,0,True
44,75,normal,2023-05-04 11:10:00,52992,2023-05-23 11:10:00,55728,,Wind Farm C,456.0,75,75,Dataset\raw\Wind Farm C\datasets\75.csv,301.7923345565796,957,952,False,2022-05-01 11:10:00,2023-05-26 11:10:00,9360.0,44,train,0,True
33,41,normal,2023-01-16 05:00:00,51552,2023-02-12 18:30:00,55521,,Wind Farm C,661.5,41,41,Dataset\raw\Wind Farm C\datasets\41.csv,294.9019546508789,957,952,False,2022-01-15 05:00:00,2023-02-13 18:30:00,9469.5,33,train,0,True
35,58,normal,2023-10-15 08:40:00,52992,2023-10-25 08:40:00,54432,,Wind Farm C,240.0,58,58,Dataset\raw\Wind Farm C\datasets\58.csv,292.1319637298584,957,952,False,2022-10-12 08:40:00,2023-10-25 08:40:00,9072.0,35,train,0,True
35,48,normal,2023-04-25 12:00:00,52848,2023-05-08 12:00:00,54720,,Wind Farm C,312.0,48,48,Dataset\raw\Wind Farm C\datasets\48.csv,295.71253299713135,957,952,False,2022-04-23 12:00:00,2023-05-12 12:00:00,9216.0,35,train,0,True
55,88,normal,2023-10-03 00:00:00,52704,2023-10-17 00:00:00,54720,,Wind Farm C,336.0,88,88,Dataset\raw\Wind Farm C\datasets\88.csv,296.5203971862793,957,952,False,2022-10-02 00:00:00,2023-10-22 00:00:00,9240.0,55,train,0,True
55,57,normal,2023-04-29 05:40:00,52992,2023-05-11 05:40:00,54720,,Wind Farm C,288.0,57,57,Dataset\raw\Wind Farm C\datasets\57.csv,294.721396446228,957,952,False,2022-04-26 05:40:00,2023-05-13 05:40:00,9168.0,55,train,0,True
42,32,normal,2023-09-29 05:20:00,52560,2023-10-12 05:20:00,54432,,Wind Farm C,312.0,32,32,Dataset\raw\Wind Farm C\datasets\32.csv,295.2055778503418,957,952,False,2022-09-29 05:20:00,2023-10-16 05:20:00,9168.0,42,train,0,True
5,89,normal,2023-03-06 01:10:00,51840,2023-03-19 01:10:00,53712,,Wind Farm C,312.0,89,89,Dataset\raw\Wind Farm C\datasets\89.csv,291.423885345459,957,952,False,2022-03-06 01:10:00,2023-03-25 01:10:00,9216.0,5,train,0,True
32,59,normal,2023-02-16 00:00:00,52128,2023-03-02 00:00:00,54144,,Wind Farm C,336.0,59,59,Dataset\raw\Wind Farm C\datasets\59.csv,292.54266262054443,957,952,False,2022-02-16 00:00:00,2023-03-07 00:00:00,9216.0,32,train,0,True
56,63,normal,2023-07-06 23:10:00,52704,2023-07-16 23:10:00,54144,,Wind Farm C,240.0,63,63,Dataset\raw\Wind Farm C\datasets\63.csv,292.99599838256836,957,952,False,2022-07-05 23:10:00,2023-07-21 23:10:00,9144.0,56,train,0,True
23,80,normal,2023-10-07 02:10:00,52560,2023-10-21 10:10:00,54624,,Wind Farm C,344.0,80,80,Dataset\raw\Wind Farm C\datasets\80.csv,295.2639808654785,957,952,False,2022-10-07 02:10:00,2023-10-23 10:10:00,9152.0,23,train,0,True
23,37,normal,2023-02-28 18:00:00,51552,2023-03-12 18:00:00,53280,,Wind Farm C,288.0,37,37,Dataset\raw\Wind Farm C\datasets\37.csv,286.45294761657715,957,952,False,2022-02-26 18:00:00,2023-03-15 18:00:00,9168.0,23,train,0,True
13,29,normal,2023-03-09 02:00:00,52704,2023-03-23 02:00:00,54720,,Wind Farm C,336.0,29,29,Dataset\raw\Wind Farm C\datasets\29.csv,289.0653963088989,957,952,False,2022-03-08 02:00:00,2023-03-24 02:00:00,9144.0,13,train,0,True
